dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,llm_col_enabled,llm_col_model,llm_col_alpha,llm_col_dim,llm_col_feature_count,llm_col_cache_hits,llm_col_cache_misses,llm_col_error
INNHotelsGroup,/home/crc00006699/zh/tabiclv2/data178/INNHotelsGroup,binclass,29020,5804,7255,17,2,0.9047553411440384,0.9041868498266484,7.5210583209991455,19.63402009010315,ok,,29020,23216,0,7255,,0,5e-06,False,5.87322735786438,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | TTT OOM; used original model parameters for inference: OutOfMemoryError: Caught OutOfMemoryError in replica 0 on device 0. Original Traceback (most recent call last): File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/parallel/parallel_apply.py"", line 96, in _worker output = module(*input, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/1D_LLM_TTT.py"", line 934, in forward_with_llm_col_bias return self.icl_predictor(representations, y_train=y_train) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/learning.py"", line 537, in forward out = self._icl_predictions(R, y_train) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/learning.py"", line 270, in _icl_predictions src = self.tf_icl(R, train_size=train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/encoders.py"", line 143, in forward out = block(q=out, train_size=train_size, rope=self.rope) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 454, in forward attn_result = self._attn_block( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 506, in _attn_block result = self.attn( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 269, in forward return multi_head_attention_forward( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 233, in multi_head_attention_forward q, k, v = F._in_projection_packed(query, key, value, in_proj_weight, in_proj_bias) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/functional.py"", line 5639, in _in_projection_packed .contiguous() torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 64.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 46.00 MiB is free. Process 50785 has 23.52 GiB memory in use. Of the allocated memory 22.65 GiB is allocated by PyTorch, and 396.81 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: Caught OutOfMemoryError in replica 0 on device 0. Original Traceback (most recent call last): File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/parallel/parallel_apply.py"", line 96, in _worker output = module(*input, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/1D_LLM_TTT.py"", line 934, in forward_with_llm_col_bias return self.icl_predictor(representations, y_train=y_train) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/learning.py"", line 537, in forward out = self._icl_predictions(R, y_train) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/learning.py"", line 270, in _icl_predictions src = self.tf_icl(R, train_size=train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/encoders.py"", line 143, in forward out = block(q=out, train_size=train_size, rope=self.rope) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 454, in forward attn_result = self._attn_block( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 506, in _attn_block result = self.attn( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 269, in forward return multi_head_attention_forward( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 233, in multi_head_attention_forward q, k, v = F._in_projection_packed(query, key, value, in_proj_weight, in_proj_bias) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/functional.py"", line 5639, in _in_projection_packed .contiguous() torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 64.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 46.00 MiB is free. Process 50785 has 23.52 GiB memory in use. Of the allocated memory 22.65 GiB is allocated by PyTorch, and 396.81 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",True,text-embedding-v4,0.05,128,17,17,0,
Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9879715691634772,0.9879578467409422,10.486639022827148,15.668049573898315,ok,,7315,5852,0,1829,,0,5e-06,False,8.590143203735352,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | TTT OOM; used original model parameters for inference: OutOfMemoryError: Caught OutOfMemoryError in replica 0 on device 0. Original Traceback (most recent call last): File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/parallel/parallel_apply.py"", line 96, in _worker output = module(*input, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/1D_LLM_TTT.py"", line 926, in forward_with_llm_col_bias embeddings = self.col_embedder(X, y_train=y_train, d=d, embed_with_test=embed_with_test) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 728, in forward embeddings = self._train_forward(X, y_train, d, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 458, in _train_forward return self._train_forward_with_feature_group(X, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 474, in _train_forward_with_feature_group embeddings = self._compute_embeddings(features, train_size, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 388, in _compute_embeddings src = self.tf_col(src, train_size=None if embed_with_test else train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/encoders.py"", line 331, in forward out = block(out, train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 679, in forward out = self.induced_attention(src, train_size) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 647, in induced_attention out = self.multihead_attn2(src, hidden, hidden) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 454, in forward attn_result = self._attn_block( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 506, in _attn_block result = self.attn( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 269, in forward return multi_head_attention_forward( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 287, in multi_head_attention_forward attn_output = sdpa_with_flattened_batch( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 118, in sdpa_with_flattened_batch out = F.scaled_dot_product_attention(q, k, v, attn_mask, dropout_p) torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 642.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 244.00 MiB is free. Process 50785 has 23.32 GiB memory in use. Of the allocated memory 22.63 GiB is allocated by PyTorch, and 222.24 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: Caught OutOfMemoryError in replica 0 on device 0. Original Traceback (most recent call last): File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/parallel/parallel_apply.py"", line 96, in _worker output = module(*input, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/1D_LLM_TTT.py"", line 926, in forward_with_llm_col_bias embeddings = self.col_embedder(X, y_train=y_train, d=d, embed_with_test=embed_with_test) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 728, in forward embeddings = self._train_forward(X, y_train, d, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 458, in _train_forward return self._train_forward_with_feature_group(X, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 474, in _train_forward_with_feature_group embeddings = self._compute_embeddings(features, train_size, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 388, in _compute_embeddings src = self.tf_col(src, train_size=None if embed_with_test else train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/encoders.py"", line 331, in forward out = block(out, train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 679, in forward out = self.induced_attention(src, train_size) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 647, in induced_attention out = self.multihead_attn2(src, hidden, hidden) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 454, in forward attn_result = self._attn_block( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 506, in _attn_block result = self.attn( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 269, in forward return multi_head_attention_forward( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 287, in multi_head_attention_forward attn_output = sdpa_with_flattened_batch( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 118, in sdpa_with_flattened_batch out = F.scaled_dot_product_attention(q, k, v, attn_mask, dropout_p) torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 642.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 244.00 MiB is free. Process 50785 has 23.32 GiB memory in use. Of the allocated memory 22.63 GiB is allocated by PyTorch, and 222.24 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",True,text-embedding-v4,0.05,128,220,220,0,
JapaneseVowels,/home/crc00006699/zh/tabiclv2/data178/JapaneseVowels,multiclass,7968,1594,1993,14,9,0.9994982438534872,0.999498083906782,80.74714970588684,3.039267063140869,ok,,7968,6374,0,1993,0.0142925388063304,8,5e-06,True,80.64403820037842,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.9968632371392724,0.9968632371392724,0,True,False,,True,text-embedding-v4,0.05,128,14,14,0,
KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8109161793372319,0.8091752055466928,61.13333773612976,2.56766414642334,ok,,4102,3281,0,1026,0.3863584827631712,8,5e-06,True,60.926313638687134,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8124238733252132,0.8124238733252132,0,True,False,,True,text-embedding-v4,0.05,128,49,49,0,
MIC,/home/crc00006699/zh/tabiclv2/data178/MIC,binclass,1319,264,330,104,2,0.906060606060606,0.8955868413554079,37.988879442214966,1.5023460388183594,ok,,1319,1055,0,330,0.297815591096878,8,5e-06,True,37.722190141677856,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8712121212121212,0.875,1,False,False,,True,text-embedding-v4,0.05,128,104,104,0,
MagicTelescope,/home/crc00006699/zh/tabiclv2/data178/MagicTelescope,binclass,15216,3044,3804,9,2,0.8972134595162986,0.8959204671678997,193.6054446697235,6.526581525802612,ok,,15216,12172,0,3804,0.2786473538726568,8,5e-06,True,193.4772372245789,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8820630749014454,0.8840341655716163,3,False,False,,True,text-embedding-v4,0.05,128,9,9,0,
Marketing_Campaign,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign,binclass,1792,359,448,27,2,0.8839285714285714,0.8741572521865889,22.22739672660828,0.7776618003845215,ok,,1792,1433,0,448,0.214260165579617,8,5e-06,True,22.14908123016357,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.9108635097493036,0.9108635097493036,0,True,False,,True,text-embedding-v4,0.05,128,27,27,0,
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.965,0.965028546694125,19.44713592529297,0.6445434093475342,ok,,1600,1280,0,400,0.1080069439485669,8,5e-06,True,19.388669967651367,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.965625,0.965625,0,True,False,,True,text-embedding-v4,0.05,128,20,20,0,
National_Health_and_Nutrition_Health_Survey,/home/crc00006699/zh/tabiclv2/data178/National_Health_and_Nutrition_Health_Survey,binclass,1822,365,456,7,2,0.8333333333333334,0.7812470672147456,15.874909162521362,0.4680945873260498,ok,,1822,1457,0,456,0.3818044224753976,8,5e-06,True,15.841468572616575,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8547945205479452,0.8547945205479452,0,True,False,,True,text-embedding-v4,0.05,128,7,7,0,
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9805517865219358,0.9805310686674488,119.95304417610168,4.513931512832642,ok,,8844,7075,0,2211,0.0678279963321983,8,5e-06,True,119.68166041374208,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.9785189372526852,0.9785189372526852,0,True,False,,True,text-embedding-v4,0.05,128,30,30,0,
PieChart3,/home/crc00006699/zh/tabiclv2/data178/PieChart3,binclass,861,173,216,37,2,0.8842592592592593,0.8504784688995214,19.860029697418213,1.1278667449951172,ok,,861,688,0,216,0.2610045243054628,8,5e-06,True,19.787199020385746,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8728323699421965,0.8786127167630058,2,False,False,,True,text-embedding-v4,0.05,128,37,37,0,
Pima_Indians_Diabetes_Database,/home/crc00006699/zh/tabiclv2/data178/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7272727272727273,0.7179459691252145,15.81165099143982,0.4326722621917724,ok,,614,491,0,154,0.5465049967169762,8,5e-06,True,15.786259412765505,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.7723577235772358,0.7723577235772358,0,True,False,,True,text-embedding-v4,0.05,128,8,8,0,
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3,binclass,834,167,209,37,2,0.8899521531100478,0.8463166234064067,19.19700860977173,1.1018712520599363,ok,,834,667,0,209,0.2372627155855298,8,5e-06,True,19.124006509780884,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8922155688622755,0.8982035928143712,2,False,False,,True,text-embedding-v4,0.05,128,37,37,0,
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.882,0.8818763921833047,19.53294157981873,0.6511247158050537,ok,,2000,1600,0,500,0.2528710886836052,8,5e-06,True,19.490118265151978,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.8725,0.8775,2,False,False,,True,text-embedding-v4,0.05,128,12,12,0,
QSAR_biodegradation,/home/crc00006699/zh/tabiclv2/data178/QSAR_biodegradation,binclass,843,169,211,41,2,0.8862559241706162,0.8844403574544338,20.47777390480041,1.1856677532196045,ok,,843,674,0,211,0.2971047312021255,8,5e-06,True,20.359102487564087,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,8,1,epoch_chunk,0.863905325443787,0.8698224852071006,1,False,False,,True,text-embedding-v4,0.05,128,41,41,0,
